key
"(544, 900000056708)"
"(436, 600000532981)"
"(593, 600000530010)"
"(134, 600000202512)"
"(677, 600000526728)"
"(701, 600000201115)"
"(624, 600000021532)"
"(300, 600000209061)"
"(189, 600000233116)"
"(244, 600000231714)"
"(516, 600000029849)"
"(682, 600000233500)"
"(335, 600000278106)"
"(193, 600000202077)"
"(193, 600000526928)"
"(58, 600000031667)"
"(603, 600000278212)"
"(273, 600000100060)"
"(372, 600000206666)"
"(201, 900000056516)"
"(345, 600000255443)"
"(357, 600000279745)"
"(56, 600000202783)"
"(457, 600000225272)"
"(91, 600000262444)"
"(657, 600000205659)"
"(99, 600000061979)"
"(609, 600000100236)"
"(177, 600000061629)"
"(267, 600000260998)"
"(14, 600000527444)"
"(71, 600000502134)"
"(287, 600000526094)"
"(93, 600000229526)"
"(757, 600000503631)"
"(19, 600000209600)"
"(153, 600000528809)"
"(35, 600000501985)"
"(572, 600000206575)"
"(92, 600000525641)"
"(144, 600000527978)"
"(70, 600000504094)"
"(550, 600000202886)"
"(427, 600000511177)"
"(179, 600000022830)"
"(301, 600000525629)"
"(354, 600000263487)"
"(13, 600000526821)"
"(115, 600000530067)"
"(310, 600000254692)"
"(333, 600000206375)"
"(193, 600000254696)"
"(103, 600000211563)"
"(537, 300000010960)"
"(112, 600000504059)"
"(377, 600000504041)"
"(404, 600000033833)"
"(292, 600000006988)"
"(7, 600000228231)"
"(308, 600000502651)"
"(235, 600000207743)"
"(176, 600000201354)"
"(300, 600000012656)"
"(419, 600000527785)"
"(30, 600000503129)"
"(137, 600000203681)"
"(180, 600000057735)"
"(190, 600000201606)"
"(657, 600000234759)"
"(104, 600000002083)"
"(617, 600000204522)"
"(554, 420000004217)"
"(66, 600000000634)"
"(518, 600000266739)"
"(468, 600000203670)"
"(255, 600000503776)"
"(436, 600000230339)"
"(34, 600000206540)"
"(258, 600000060197)"
"(49, 600000200621)"
"(357, 600000228261)"
"(427, 600000255709)"
"(133, 600000504094)"
"(704, 600000002628)"
"(314, 600000004981)"
"(221, 600000255169)"
"(644, 600000200622)"
"(414, 700000100939)"
"(25, 600000262805)"
"(296, 600000200331)"
"(9, 600000531318)"
"(4, 600000526205)"
"(77, 600000202783)"
"(392, 600000230314)"
"(264, 600000254649)"
"(641, 600000229818)"
"(272, 600000278328)"
"(372, 600000033750)"
"(112, 600000231519)"
"(290, 600000263758)"
"(705, 600000207746)"
"(81, 600000263879)"
"(530, 600000262808)"
"(131, 600000510895)"
"(259, 600000232407)"
"(170, 600000503891)"
"(406, 600000532844)"
"(435, 900000056825)"
"(389, 600000230821)"
"(175, 600000255637)"
"(490, 600000210689)"
"(601, 600000059595)"
"(314, 600000234752)"
"(210, 600000209392)"
"(349, 600000206980)"
"(56, 600000531860)"
"(317, 600000208320)"
"(396, 600000059909)"
"(142, 300000007491)"
"(42, 600000526292)"
"(560, 600000100327)"
"(12, 600000201757)"
"(68, 600000502320)"
"(164, 600000266843)"
"(72, 600000206609)"
"(334, 600000061826)"
"(641, 600000207682)"
"(659, 600000527964)"
"(613, 600000260971)"
"(97, 600000525128)"
"(79, 600000504011)"
"(37, 420000003663)"
"(54, 600000530018)"
"(419, 600000261669)"
"(327, 600000208454)"
"(44, 600001241408)"
"(78, 600000255192)"
"(672, 600000260735)"
"(396, 600000000417)"
"(340, 600000269380)"
"(322, 600000020977)"
"(290, 600000504409)"
"(18, 600000255716)"
"(93, 600000206257)"
"(228, 600000261232)"
"(543, 600000054369)"
"(277, 600000011503)"
"(526, 600000261719)"
"(155, 600000253952)"
"(67, 600000531832)"
"(202, 600000209258)"
"(17, 600000210950)"
"(619, 600000255743)"
"(239, 600000058228)"
"(219, 600000231369)"
"(232, 600000209061)"
"(249, 600000253884)"
"(624, 600000211987)"
"(432, 600000031932)"
"(49, 600000531363)"
"(153, 600000527263)"
"(110, 600000502105)"
"(240, 600000255316)"
"(131, 600000030919)"
"(58, 600000523881)"
"(229, 600000265049)"
"(553, 600000060138)"
"(659, 600000264192)"
"(237, 600000200525)"
"(191, 600000269170)"
"(92, 600000210841)"
"(176, 600000200342)"
"(822, 600000230023)"
"(403, 600000211688)"
"(69, 600000504574)"
"(619, 900000057636)"
"(484, 600000232964)"
"(190, 600000266557)"
"(404, 600000265418)"
"(554, 600000210807)"
"(7, 420000001492)"
"(255, 600000206746)"
"(196, 600000203127)"
"(655, 600000209001)"
"(26, 600000502640)"
"(156, 600000059346)"
"(243, 600000530199)"
"(789, 600000526142)"
"(367, 600000232964)"
"(254, 600000232647)"
"(548, 600000269259)"
"(249, 600000502948)"
"(529, 600000053000)"
"(149, 600000203135)"
"(65, 600000056130)"
"(201, 600000266676)"
"(243, 600000503199)"
"(370, 600000268182)"
"(408, 600000234641)"
"(177, 600000201944)"
"(742, 600000231601)"
"(538, 600000234739)"
"(85, 600000268152)"
"(161, 600000209204)"
"(4, 600000278911)"
"(406, 600000053333)"
"(407, 600000057645)"
"(329, 600000201389)"
"(272, 600000225280)"
"(138, 600000225067)"
"(785, 600000057756)"
"(21, 600000255510)"
"(413, 600000056329)"
"(29, 600000503746)"
"(49, 600000525593)"
"(162, 600000001436)"
"(274, 600000513734)"
"(318, 600000029661)"
"(350, 600000014182)"
"(468, 600000228971)"
"(269, 600000056076)"
"(109, 610000204519)"
"(128, 600000207668)"
"(457, 600000207227)"
"(232, 600000504442)"
"(223, 600000209706)"
"(123, 600000253019)"
"(538, 600000060724)"
"(161, 600000061979)"
"(444, 600000032952)"
"(235, 600000266010)"
"(196, 600000023905)"
"(699, 600000232407)"
"(99, 500000047547)"
"(392, 600000503306)"
"(482, 600000059677)"
"(80, 600000531317)"
"(109, 600000234419)"
"(235, 600000525430)"
"(245, 600000263422)"
"(570, 600000205785)"
"(417, 420000002310)"
"(183, 600000057723)"
"(475, 600000502205)"
"(103, 600000209156)"
"(499, 600000234228)"
"(125, 600000208942)"
"(260, 600000263728)"
"(229, 600000269632)"
"(9, 600000056438)"
"(26, 600000059384)"
"(548, 600000232913)"
"(122, 600000058876)"
"(483, 900000056423)"
"(294, 600000222238)"
"(184, 600000100116)"
"(240, 600000202950)"
"(248, 600000247057)"
"(418, 600000206843)"
"(155, 600000229620)"
"(241, 600000267978)"
"(75, 600000527995)"
"(410, 600000233738)"
"(692, 600000264426)"
"(450, 600000210147)"
"(496, 600000265077)"
"(536, 800000040929)"
"(93, 600000253564)"
"(503, 600000203346)"
"(239, 600000278600)"
"(331, 600000209087)"
"(516, 600000277514)"
"(198, 600000059961)"
"(583, 600000532844)"
"(50, 600000255964)"
"(8, 600000526545)"
"(12, 600000527954)"
"(509, 600000206711)"
"(542, 600000262474)"
"(200, 600000267383)"
"(398, 600000231705)"
"(518, 500000047479)"
"(205, 600000056781)"
"(108, 600000232265)"
"(602, 600000059332)"
"(16, 600000504790)"
"(77, 600000503563)"
"(86, 300000010745)"
"(288, 600000060072)"
