통로구분,대분류코드,대분류,중분류,소분류,row,column
19,49,수산냉동,원물수산,조기,17,37
19,49,수산냉동,원물수산,오징어,17,37
19,49,수산냉동,수산세트,고등어,17,33
19,49,수산냉동,수산세트,굴비세트,17,33
19,50,냉동식품,얼음,식용얼음,16,33
19,50,냉동식품,얼음,보냉얼음,16,33
20,51,축산,돈육,삼겹살,1,32
20,51,축산,돈육,앞다리살,2,32
20,51,축산,돈육,갈비,3,32
20,51,축산,돈육,부산물,3,29
20,51,축산,돈육,부산물양념육,3,29
20,51,축산,돈육,목살,4,32
20,51,축산,돈육,뒷다리살,5,32
20,51,축산,돈육,안심,6,32
20,51,축산,돈육,등심,7,32
20,51,축산,돈육,특수부위,4,29
20,51,축산,수입돈육,삼겹,5,29
20,51,축산,수입돈육,목살,6,29
20,51,축산,수입돈육,갈비,7,29
20,51,축산,수입돈육,앞다리,7,29
20,51,축산,계육,일반닭,8,29
20,51,축산,계육,부분육,9,29
20,51,축산,계육,오리,3,30
20,51,축산,계육,토종닭,3,30
20,51,축산,계육,가공품,4,30
20,51,축산,계육,삼계,4,30
20,51,축산,수입닭,닭,4,30
20,51,축산,한우,설깃,4,30
20,51,축산,한우,부산물,5,30
20,51,축산,한우,부산물양념육,5,30
20,51,축산,한우,우둔,6,30
20,51,축산,한우,등심,8,32
20,51,축산,한우,목심,9,32
20,51,축산,한우,설도,10,32
20,51,축산,한우,양지,10,32
20,51,축산,한우,앞다리살,11,32
20,51,축산,한우,갈비,12,32
20,51,축산,한우,채끝등심,12,32
20,51,축산,한우,안심,13,32
20,51,축산,한우,특수부위,13,32
20,51,축산,한우,기타비용,13,32
20,51,축산,수입우육,설도,7,30
20,51,축산,수입우육,앞다리,7,30
20,51,축산,수입우육,등심,8,30
20,51,축산,수입우육,갈비,8,30
20,51,축산,수입우육,양지,9,30
20,51,축산,수입우육,우둔,9,30
20,51,축산,수입우육,목심,12,29
20,51,축산,수입우육,채끝,13,29
20,51,축산,수입우육,부산물,14,29
20,51,축산,양념육,양념계육,15,29
20,51,축산,양념육,양념돼지,12,30
20,51,축산,양념육,양념우육,13,30
20,51,축산,양념육,소모품,14,30
20,51,축산,양고기,양갈비,15,30
20,52,세제,주방세제,대용량주방세제,0,28
20,52,세제,주거세제,락스,0,29
20,52,세제,주거세제,대용량락스,0,29
20,52,세제,주거세제,청소제,0,30
20,53,주방잡화,조리용품,가스렌지,0,31
20,53,주방잡화,일회용품,부탄가스,0,31
21,54,계산대,계산대,계산대,9,0
21,54,계산대,계산대,계산대,10,0
21,54,계산대,계산대,계산대,11,0
21,54,계산대,계산대,계산대,12,0
21,54,계산대,계산대,계산대,13,0
21,54,계산대,계산대,계산대,14,0
21,54,계산대,계산대,계산대,15,0
21,54,계산대,계산대,계산대,16,0
21,54,계산대,계산대,계산대,17,0
21,54,계산대,계산대,계산대,18,0
21,54,계산대,계산대,계산대,19,0
21,54,계산대,계산대,계산대,20,0
21,54,계산대,계산대,계산대,21,0
21,55,입구,입구,입구,22,0
21,55,입구,입구,입구,23,0
21,55,입구,입구,입구,24,0
21,55,입구,입구,입구,25,0
21,55,입구,입구,입구,26,0
21,56,벽,벽,벽,0,0
21,56,벽,벽,벽,1,0
21,56,벽,벽,벽,2,0
21,56,벽,벽,벽,3,0
21,56,벽,벽,벽,4,0
21,56,벽,벽,벽,5,0
21,56,벽,벽,벽,6,0
21,56,벽,벽,벽,7,0
21,56,벽,벽,벽,8,0
21,56,벽,벽,벽,0,1
21,56,벽,벽,벽,1,1
21,56,벽,벽,벽,2,1
21,56,벽,벽,벽,3,1
21,56,벽,벽,벽,4,1
21,56,벽,벽,벽,5,1
21,56,벽,벽,벽,6,1
21,56,벽,벽,벽,7,1
21,56,벽,벽,벽,0,2
21,56,벽,벽,벽,1,2
21,56,벽,벽,벽,2,2
21,56,벽,벽,벽,3,2
21,56,벽,벽,벽,4,2
21,56,벽,벽,벽,5,2
21,56,벽,벽,벽,6,2
21,56,벽,벽,벽,7,2
21,56,벽,벽,벽,0,3
21,56,벽,벽,벽,1,3
21,56,벽,벽,벽,2,3
21,56,벽,벽,벽,3,3
21,56,벽,벽,벽,4,3
21,56,벽,벽,벽,5,3
21,56,벽,벽,벽,6,3
21,56,벽,벽,벽,7,3
21,56,벽,벽,벽,0,4
21,56,벽,벽,벽,1,4
21,56,벽,벽,벽,2,4
21,56,벽,벽,벽,3,4
21,56,벽,벽,벽,4,4
21,56,벽,벽,벽,5,4
21,56,벽,벽,벽,6,4
21,56,벽,벽,벽,7,4
21,56,벽,벽,벽,0,5
21,56,벽,벽,벽,1,5
21,56,벽,벽,벽,2,5
21,56,벽,벽,벽,3,5
21,56,벽,벽,벽,4,5
21,56,벽,벽,벽,5,5
21,56,벽,벽,벽,6,5
21,56,벽,벽,벽,7,5
21,56,벽,벽,벽,0,6
21,56,벽,벽,벽,1,6
21,56,벽,벽,벽,2,6
21,56,벽,벽,벽,3,6
21,56,벽,벽,벽,4,6
21,56,벽,벽,벽,5,6
21,56,벽,벽,벽,6,6
21,56,벽,벽,벽,7,6
21,56,벽,벽,벽,0,7
21,56,벽,벽,벽,29,0
21,56,벽,벽,벽,29,22
21,56,벽,벽,벽,29,23
21,56,벽,벽,벽,29,37
21,56,벽,벽,벽,21,23
21,56,벽,벽,벽,18,37
21,56,벽,벽,벽,19,37
21,56,벽,벽,벽,20,37
21,56,벽,벽,벽,21,37
21,56,벽,벽,벽,0,37
21,56,벽,벽,벽,1,37
21,56,벽,벽,벽,2,37
21,56,벽,벽,벽,3,37
21,56,벽,벽,벽,4,37
21,56,벽,벽,벽,5,37
21,56,벽,벽,벽,6,37
21,56,벽,벽,벽,7,37
21,56,벽,벽,벽,8,37
21,56,벽,벽,벽,9,37
21,56,벽,벽,벽,10,37
21,56,벽,벽,벽,11,37
21,56,벽,벽,벽,12,37
21,56,벽,벽,벽,13,37
21,56,벽,벽,벽,14,37
21,56,벽,벽,벽,0,36
21,56,벽,벽,벽,1,36
21,56,벽,벽,벽,2,36
21,56,벽,벽,벽,3,36
21,56,벽,벽,벽,4,36
21,56,벽,벽,벽,5,36
21,56,벽,벽,벽,6,36
21,56,벽,벽,벽,7,36
21,56,벽,벽,벽,8,36
21,56,벽,벽,벽,9,36
21,56,벽,벽,벽,10,36
21,56,벽,벽,벽,11,36
21,56,벽,벽,벽,12,36
21,56,벽,벽,벽,13,36
21,56,벽,벽,벽,0,35
21,56,벽,벽,벽,1,35
21,56,벽,벽,벽,2,35
21,56,벽,벽,벽,3,35
21,56,벽,벽,벽,4,35
21,56,벽,벽,벽,5,35
21,56,벽,벽,벽,6,35
21,56,벽,벽,벽,7,35
21,56,벽,벽,벽,8,35
21,56,벽,벽,벽,9,35
21,56,벽,벽,벽,10,35
21,56,벽,벽,벽,11,35
21,56,벽,벽,벽,12,35
21,56,벽,벽,벽,13,35
21,56,벽,벽,벽,0,34
21,56,벽,벽,벽,1,34
21,56,벽,벽,벽,2,34
21,56,벽,벽,벽,3,34
21,56,벽,벽,벽,4,34
21,56,벽,벽,벽,5,34
21,56,벽,벽,벽,6,34
21,56,벽,벽,벽,7,34
21,56,벽,벽,벽,8,34
21,56,벽,벽,벽,9,34
21,56,벽,벽,벽,10,34
21,56,벽,벽,벽,11,34
21,56,벽,벽,벽,12,34
21,56,벽,벽,벽,13,34
21,56,벽,벽,벽,0,33
21,56,벽,벽,벽,1,33
21,56,벽,벽,벽,2,33
21,56,벽,벽,벽,3,33
21,56,벽,벽,벽,4,33
21,56,벽,벽,벽,5,33
21,56,벽,벽,벽,6,33
21,56,벽,벽,벽,7,33
21,56,벽,벽,벽,8,33
21,56,벽,벽,벽,9,33
21,56,벽,벽,벽,10,33
21,56,벽,벽,벽,11,33
21,56,벽,벽,벽,12,33
21,56,벽,벽,벽,13,33
21,56,벽,벽,벽,0,32
