,상품명,단가,상품코드
3089,제당)컵반순두부찌개173.7g,1980,8801007403168
3090,제이엠)튜립닭발300g,6450,8809138750595
3091,제당)컵반미역국밥166.8g,1980,8801007403267
3092,천일)햄야채볶음밥,1650,8801284256969
3093,다우니블루기획,7900,4902430437387
3094,엘)아우라윌유메리미리필,6800,8801051282689
3095,보해담금주골드3.6L,11500,8801147100774
3096,홈스타)막힌곳을부탁해 펑펑,3650,8801051264654
3097,오뚜기)스파게티면500g,2600,8801045361505
3098,립톤)아이스티레몬907g,6300,8801619800782
3099,대교호일250*30,1500,8809162940252
3100,엘)리엔서향린스,8500,8801051160871
3101,멍게,7800,206512
3102,롯데)델리야끼소스2kg,5800,8801118761805
3103,더할인볶음용멸치500,8500,8809009749857
3104,동원)요거밀 자색고구마,3980,8801155734565
3105,늘처음.닭봉400g,4400,8809401330202
3106,매)카페라떼마일드200,1000,8801121103319
3107,오천)단지오징어젓갈,7800,8809352810037
3108,반찬)무말랭이무침/진,4200,8809352813342
3109,재호)갑오징어40-60,1500,8809025772914
3110,애니쿡)안심가라아게,9500,8801066056862
3111,남)프렌치카페화이트초코모카200,1000,8801069178585
3112,등심 전감용,5076,207166
3113,B)천사채(소)1Kg*10,14800,2100000527809
3114,잘풀리는집화이트소프트30롤,16800,8809180743422
3115,오스카)프랑크소시지,3600,44700094631
3116,남경)절단코다리,4300,8809428322105
3117,동서)맥심화이트골드믹스50T,8990,8801037051179
3118,뚜레반)볶음콩가루1kg,3300,8805017210174
3119,삼립)호밀빅식빵,3200,8801068092479
3120,롯)5000애니타임밀크,4000,8801062332090
3121,롯)목캔디파워믹스베리,3900,8801062012831
3122,용가리치킨(업소)1kg,13200,8801492633538
3123,오뚜기)사과식초900ml,2100,8801045202310
3124,오뚜기)짜장1kg,6800,8801045860503
3125,오)촉촉한초코칩12p,2980,8801117122201
3126,청정원)쇠고기진국다시1kg,5980,8801052742274
3127,오뚜기)파운드마아가린450g,1000,8801045240206
3128,크)순수3겹티슈화장지,19800,8801166012140
3129,청정원)진국다시멸치1kg,7300,8801052008677
3130,푸드)푸르미,11500,8809150180165
3131,청정원)감칠맛미원2kg,32500,8801052103495
3132,크린업소용랩35*500,12300,8801252015819
3133,동서)올리브슬라이스3kg,6700,8803993705738
3134,대림)부산사각꼬지어묵,6280,8801066102064
3135,동서)아몬드후레이크620g,7300,8801037060737
3136,델몬트파인애플,3970,8803420409055
3137,악어고무장갑(특대),2900,8802277100030
3138,라리)레몬주스1L,2980,8809251219436
3139,청)청정미역150g,4500,8801052202037
3140,멸치지리(상),7500,8809009746641
3141,삼육)고소한검은참깨,13500,8801136501605
3142,서광)화이트캐슬버터,5900,9556995200327
3143,농)신라면블랙멀티,5750,8801043041584
3144,매일)데르뜨백도,1500,8801121020128
3145,종가집기모고무장갑,990,8809191557674
3146,가지(5kg/특/박스/국산),29800,2100000632237
3147,SJ미니탕그릇185몸통(,14740,8809437120488
3148,SJ다용도컵105뚜껑100,3400,8809437120464
3149,SJ샐러드용기뚜껑,12690,8809437120761
3150,SJ샐러드용기204-1(흑,21000,8809437120754
3151,SJ죽용기뚜껑50P,10590,8809437120693
3152,SJ죽용기900CC몸통50P,14800,8809437120655
3153,SJ다용도컵105몸통(대,8460,8809437120457
3154,SJ미니탕그릇185,9350,8809437120501
3155,청정원)한우감치미300g,5600,8801052736266
3156,★서해)논우렁살,5500,2100000598243
3157,돈육)항정살덩어리,32721,201440
3158,페브리즈은은한향용기,4900,4902430741873
3159,프링글스마요치즈110,1750,8886467102417
3160,서광)빅빅,990,7502230948433
3161,금성청면테이프,1600,8809031250475
3162,바이오디저트,9800,8805194003774
3163,왕)생중화면,2500,8809334055623
3164,홈)구구크러스트벨기에초코,3300,8801118255083
3165,종가집사골선지해장국,3580,8801052057699
3166,매)바이오드링크플레인750,3980,8801121767214
3167,모닝)후한등심돈까스,10500,8804127006073
3168,대림)감자탕,4350,8801066051669
3169,카누미니콜롬비아다크,19300,8801037053746
3170,뚝배기받침2,800,8809033996463
3171,천일)메밀냉면,3500,8801284262151
3172,유)크리넥스3겹클린케어,15300,8801166019705
3173,모카골드심플라떼,17800,8801037069334
3174,정)아몬드와호두190,16800,8801033790232
3175,볶은땅콩분태1kg,6500,8809009749888
3176,오)오동통면멀티,2980,8801045524344
3177,사조)고기포자찐만두,950,8801227180030
3178,세우)팽이삼겹말이10E,5900,2100000449323
3179,오뚜기)옛날국수소면320g,1400,8801045491233
3180,움트리)매운닭발양념450g,2900,8801558103500
3181,참좋은)찹쌀,17500,8804560771637
3182,청정원)천일염(꽃소금)1kg,5400,8801052730448
3183,해찬들))사계절쌈장14kg,28500,8801007052793
3184,초원)육개장,2100,8809352250000
3185,테라640ml(병),20760,8801119771131
3186,바)스크류바,330,8801062417018
3187,오뚜기메밀비빔면멀티,2650,8801045525709
3188,동원)살코기150g,2550,8801047111849
3189,청정원)맛선생소고기120g,2500,8801052012049
3190,목)주부9단김밥햄170*2,5200,8803712128015
3191,브레프변기세정젤,13900,8809401604181
3192,보해잎새주25%,4900,8801147011360
3193,훈제연어프리미엄(칠레산),24500,2100000452200
3194,페브리즈다우니차량용2.2ml,5750,4902430858304
3195,페브리즈다우니향용기,4900,4902430741880
3196,PE 케찹병 대 PE70CW,1800,8809290726469
3197,PE 케찹병 중 PE40CW,1000,8809290726452
3198,사조)우리밀통밀가루750g,2800,8801039912843
3199,뉴소쿠리 8호,5200,8809122230720
3200,D신흥다라이10호,6950,8809040880106
3201,유한락스4L,7650,8806006509033
3202,씨)행복한두부찌개+부침,4000,8801007105505
3203,서광)밀크카라멜(중),1850,8809302230649
3204,오징어전기구이,3800,8803622667833
3205,오뚜기)옛날국수소면1.5kg,3480,8801045491509
3206,목)프라임프랑크소시지,7200,8803712126851
3207,엄지)고기손만두2.8Kg,11500,8807617550131
3208,청어(솔치),14200,8809009748638
3209,오뚜기)컵누들매운맛37.8g,1000,8801045571577
3210,진미)양념초고추장170g,990,8801389014143
3211,일회용은박구이판5p,2800,8807487890368
3212,타공집게 특대,2700,8804905241146
3213,나무젓가락위생저(30P,1100,8801252200130
3214,친환경친환경180∮,1100,8801252147305
3215,코베아자동토치,13700,8809000506527
3216,해표)꽃소금500g,700,8801039703021
3217,햇살)쌈단무지,3800,8809700340063
3218,제당)소갈비양념840G,3800,8801007247151
3219,닭가슴살(400g),2000,207623
3220,이엔)노리후리가께500g,6200,8809239770034
3221,하이팩쇼핑봉투(백)중,1730,8809437190078
3222,천일)튀김손만두,10500,8801284269822
3223,임꺽정)신납작떡갈비,12500,8804127006660
3224,동원)데리야끼스테이크1Kg,10500,8801047301097
3225,대림)애니쿡스모크햄,4540,8801066020078
3226,신미)초밥용삼각유부,5700,8809026500004
3227,삼양)짜짜로니,3980,8801073101531
3228,농)멸치칼국수,3980,8801043004282
3229,청정원)진한케찹500g,2250,8801052733043
3230,배추 할인,45000,200990
3231,유즈웰지퍼백(소),2700,8801252703464
3232,청정원)불고기양념280g,1780,8801052730653
3233,청정원)굴소스500g,7800,8801052727752
3234,서)쥬시망고,1180,6935875215898
3235,"★해원)절단꽃게,M",2800,2100000597017
3236,유즈웰롤백(중),5750,8801252703389
3237,샤이린향락스,1500,8809060160042
3238,크)카라멜과땅콩,2980,8801111934312
3239,오)후레쉬베리8p,2980,8801117547912
3240,삼양)간짬뽕,4750,8801073140226
3241,쿨맥시2 직사각 33호,2400,8809031234055
3242,오뚜기)카레100g,1700,8801045010120
3243,이엔)노리후리가께50g,900,8809239770027
3244,니)인텐시브뉴바디로,11500,4005808891412
3245,도로코PACE/XL면도기,14900,8801038116853
3246,대림)수제피자불고기,4580,8801066054783
3247,명태곤(절단)800g,4500,8809025776981
3248,좋)매직쿠션슬날수퍼롱,10800,8801166234283
3249,영진)부산어묵꼬지,6200,8803214001410
3250,아폴로분무기,2350,8801873143021
3251,오)마른안주마요네스,2890,8801045923901
3252,볶음.조림멸치,25800,8809009748584
3253,청정원)까르보나라소스250g,3870,8801052008721
3254,세계멀티탭개별3구5호,13700,8809109927292
3255,아비코)재킷웨지,4300,8710449930326
3256,제당)갈색설탕3kg,4800,8801007102672
3257,롯데)환만식초1.8L,1980,8801118877131
3258,깨)순수프리미엄3겹데코,19800,8801260113330
3259,짜지않는고칼슘치즈 252g,6950,8801155737498
3260,CJ)스팸340*3+1,14500,8801007519173
3261,롯데)볼로네이즈220g,2200,8801118879418
3262,디럭스액체구두약(자),2900,8801549120424
3263,송학돗트장갑10p,3300,8801208159352
3264,크린랩접시9호,3150,8801252142300
3265,박카스F120ml,800,8806011615408
3266,제당)하얀설탕15kg,17900,8801007100692
3267,동서)코코볼570g,4980,8801037041248
3268,윤푸드)갈치속젓,5200,8809495841929
3269,청정원)쌈장골드14kg,26800,8801052773261
3270,한우 안심스테이크,20196,207310
3271,보해잎새주,4350,8801147100194
3272,대)멸치컵쌀국수,1450,8801024955039
3273,쥬시초이스푸딩1050g,6580,8809406850781
3274,뉴썬라이트망고100ml,550,8809406850699
3275,수박 할인,24800,200469
3276,빙)따옴한라봉,990,8801104663786
3277,제당)컨디션헛개수500ml,1900,8801007171210
3278,디퍼리,12200,8809009749307
3279,스트로베이향와퍼,1000,8993083930208
3280,서)바닐라와퍼스틱,1000,4712277822730
3281,서)오키오오렌지구미,1000,9556437006463
3282,서광)오키오망고,1000,9556437006487
3283,LA갈비셋트,476000,207900
3284,임꺽정)주꾸미볶음,4980,8809145880964
3285,커피땅콩,4650,8809009748874
3286,델몬트매실,2300,8801056022242
3287,돈육)갈매기살덩어리,31896,201437
3288,매)생크림요거트유자,3180,8801121024324
3289,매)마이리틀블루베리,1200,8801121022467
3290,코리원)슬라이스치즈100매,12800,8809229421519
3291,동원)깐포도400g,3300,8801047152279
3292,오뚜기)황도2절400g,1550,8801045880112
3293,동원)황도400g,2100,8801047151319
3294,하선정)까나리액젓800g,4780,8801391100681
3295,청정원)천일염(꽃소금)500g,3000,8801052730431
3296,동서)카누마일드150T,28500,8801037064377
3297,동서)화이트골드믹스210T,24900,8801037056204
3298,엘)리엔서향샴푸,8500,8801051160864
3299,엘)자연퐁애플리필,2980,8801051234862
3300,엘)리엔중건성샴푸,5980,8801051164282
3301,해표)메이플올리고당1.2kg,5600,8801039934869
3302,백설)파인애플식초800,2890,8801007611655
3303,청)양조간장풍부840ml,6400,8801052036229
3304,함마톤냄비편수,10900,8809343871573
3305,삼아)키드니빈스400g,1100,8809029610014
3306,크린이중지퍼백대,3500,8801252028109
3307,크린알뜰지퍼백소,3980,8801252029519
3308,쿡)고구마치즈스틱,8800,8809463840022
3309,지키미)해물동그랑땡,4900,8809374410246
3310,참나물(소분/특/봉/국산),1980,2100000626229
3311,성지)찹쌀새알,4980,8804073168146
3312,정)베지밀검은참깨24입,15000,8801033802775
3313,삼)검은콩호두아몬드,3200,8801136361933
3314,제당)햇당면,5980,8801007055152
3315,청정원)진한토마토케찹930g,3200,8801052733067
3316,늘처음.닭정육2kg,15900,8809401330066
3317,청정원)된장찌개양념,1480,8801052057538
3318,샘표)매콤깻잎70g,1700,8801005305839
3319,오뚜기)후레쉬마요네스300g,2130,8801045140117
3320,선한)케이퍼100g,2300,8412707102024
3321,2400설레임밀크,600,8801062442898
3322,대림)큰잔치김밥용맛살,1150,8801066500174
3323,스팸6번들클래4마일2,14500,8801007229423
3324,오)굴진짬뽕멀티,3980,8801045524085
3325,경질국솥,21900,8809519220174
3326,엘)아미노펩타이드볼륨샴푸,6500,8801051039948
3327,재호)그린홍합M,10500,9414897012724
3328,청정원)햇살조림간장1.7L,9900,8801052775838
3329,SJ다용도컵95뚜껑100P,3180,8809437120426
3330,해표)꽃소금3kg,3600,8801039703007
3331,B)델몬트매실캔,6900,2100000409518
3332,"PC 밧드 뚜껑1/3""",2700,8809190920929
3333,코)환타포도,2300,8801094122409
3334,롯)빼빼로화이트쿠키,1200,8801062012732
3335,이금기)굴소스255g,3800,8801045365305
3336,바이오찌개솥(무) 4호,3900,8809033996319
3337,소디프)스마트탕수육,3980,8801633904008
3338,느타리버섯(2kg/특/박스/국산),14900,2100000632343
3339,진한)육개장,2800,8809033050035
3340,서)홍합살 200g,1100,2100000550845
3341,매일)상하목장후레쉬,4350,8801121023938
3342,비트(2입/특/봉/국산),4980,2100000626519
3343,다이아)생칵테일새우21-25,16500,8809449222361
3344,청정원)멸치액젓골드500g,2400,8801052203218
3345,오뚜기)3배사과식초500ml,1830,8801045214214
3346,코)몬스터에너지,1980,4897036691007
3347,한양)오복지,8300,8804443600429
3348,크)못말리는신짱(중)1,1250,8801111185066
3349,온고을)절관단무지,3700,8809192191013
3350,오뚜기)2배사과식초900ml,2680,8801045206318
3351,코)암바사캔,630,8801094253004
3352,동서)아라비카100믹스240g,4690,8801037035988
3353,구운쥐어채240g,6200,8809009741356
3354,킹)슈퍼골드2.5kg,13800,8809360901154
3355,청정원)해물굴소스250g,3250,8801052733845
3356,샌드)애플시나몬시모나,650,8801019515057
3357,샌드)쿠키오코코넛,650,8801118256035
3358,일회용위생포크,1000,8809355843025
3359,대나무꽂이,700,8809058410333
3360,머쉬멜로우트위스트,1000,4800029902035
3361,지키미)스페셜모듬감자,2700,8809374410000
3362,씨)부산어묵사각540g,3850,8801242045642
3363,테크베이킹구연산드럼2L+2L,10800,8801051031577
3364,움트리)실장님초장100g,300,8801558801253
3365,맛고을)박하맛캔디,9800,8805194003781
3366,동서)카누다크로스트150T,28500,8801037064360
3367,번개참루크FPL32W(주,3500,8804656119329
3368,오뚜기)냉장콘마가린180g,2580,8801045230023
3369,하이네켄500ml캔,2500,8712000900045
3370,하)닭가슴슬라이스43*,2980,8801492354624
3371,사조)찌개(안심)135*3,4200,8801075013771
3372,신송)짠맛줄인된장3kg,8900,8801161240647
3373,제당)건강한튀김가루400g,2980,8801007411354
3374,튜브)뽕따소다,500,8801104111355
3375,슬러쉬컵12온스,2600,8801208157594
3376,소디프)아크소시지,3850,8801633206058
3377,비비고반계탕,5980,8801007783178
3378,고메치즈크림함박스테이크,3480,8801007714837
3379,세우)염통꼬지20EA,5000,2100000449293
3380,엘)아우라메리미기획,8900,8801051267518
3381,해태)허니버터칩120g,2580,8801019606557
3382,엘)자연퐁바질리필,2980,8801051234855
3383,청정원)트리플베리딸기잼370g,2980,8801052015613
3384,미니골드샥구(신),6900,8809292869683
3385,청정원알를로스포도홍초,5500,8801052060187
3386,청정원)삼선짜장분말80g,1000,8801052728803
3387,크리미면행주10입,8350,8802569104074
3388,동원)체다치즈,4000,8801155729837
3389,오뚜기)육개장300g,950,8801045299952
3390,청정원)초고추장300g,1980,8801052435596
3391,콘)서주마카롱,600,8801206000298
3392,대림)애니쿡비엔나,5600,8801066020061
3393,동)비피더스명장복숭아140*8,2980,8801155723361
3394,델몬트토마토,1000,8801056071325
3395,대)가쓰오오묵탕360g,2150,8801066054318
3396,뽀로로와친구들치즈맛,1250,8801104770439
3397,숨쉬는효소병,14800,8809508680811
3398,농)너구리큰사발,1380,8801043017602
3399,해)미니웨하스크림,1750,8801019313301
3400,두모금컵BOX,15800,8809199850005
3401,뚜또)후르츠믹스푸딩,1500,8809064498646
3402,뚜또)밀감푸딩,1500,8809064498370
3403,대림)두툼살코기햄,3980,8801066052369
3404,뚜또)코코딸기푸딩,1500,8809064498431
3405,뚜또)후르츠요구믹스,1500,8809064498653
3406,청정원)스테이크소스250g,2450,8801052733081
3407,디펜드안심일자형패드,7900,8801166252744
3408,하선정)멸치액젓800g,4780,8801391102241
3409,성경)올리브녹차3입,4000,8807004801662
3410,서)저지방우유1800,5200,8801115118213
3411,서)구미프라이즈,1980,8992741945462
3412,네이클린식자재롤백중,9800,8804340000117
3413,크린호일(골드)15*25*,4500,8801252052364
3414,크리미)양면소프트수세미,4500,8802569103947
